Day,Month,Year,Venue,City,Country,Tour,Latitude,Longitude
31,Aug,1973,Seattle Center Coliseum,Seattle,United States of America,Summer 1973 Tour,40.079,-98.816
1,Sep,1973,Balboa Stadium,San Diego,United States of America,Summer 1973 Tour,40.079,-98.816
3,Sep,1973,University Arena,Albuquerque,United States of America,Summer 1973 Tour,40.079,-98.816
4,Sep,1973,Big Surf,Tempe,United States of America,Summer 1973 Tour,40.079,-98.816
7,Sep,1973,Hollywood Bowl,Los Angeles,United States of America,Summer 1973 Tour,40.079,-98.816
8,Sep,1973,Long Beach Arena,Long Beach,United States of America,Summer 1973 Tour,40.079,-98.816
9,Sep,1973,Oakland-Alameda County Coliseum Arena,Oakland,United States of America,Summer 1973 Tour,40.079,-98.816
10,Sep,1973,Pacific Coliseum,Vancouver,Canada,Summer 1973 Tour,59.207,-111.194
17,Sep,1973,Honolulu International Center,Honolulu,United States of America,Summer 1973 Tour,40.079,-98.816
21,Sep,1973,Greensboro Coliseum,Greensboro,United States of America,Summer 1973 Tour,40.079,-98.816
22,Sep,1973,Atlanta Stadium,Atlanta,United States of America,Summer 1973 Tour,40.079,-98.816
23,Sep,1973,Madison Square Garden,New York,United States of America,Summer 1973 Tour,40.079,-98.816
25,Sep,1973,Boston Garden,Boston,United States of America,Summer 1973 Tour,40.079,-98.816
30,Sep,1973,Baltimore Civic Center,Baltimore,United States of America,Summer 1973 Tour,40.079,-98.816
3,Oct,1973,UD Arena,Dayton,United States of America,Summer 1973 Tour,40.079,-98.816
5,Oct,1973,Cobo Arena,Detroit,United States of America,Summer 1973 Tour,40.079,-98.816
6,Oct,1973,St. John Arena,Columbus,United States of America,Summer 1973 Tour,40.079,-98.816
7,Oct,1973,Indiana University Assembly Hall,Bloomington,United States of America,Summer 1973 Tour,40.079,-98.816
9,Oct,1973,Civic Arena,Pittsburgh,United States of America,Summer 1973 Tour,40.079,-98.816
11,Oct,1973,Mid South Coliseum,Memphis,United States of America,Summer 1973 Tour,40.079,-98.816
12,Oct,1973,Murphy Athletic Center,Murfreesboro,United States of America,Summer 1973 Tour,40.079,-98.816
13,Oct,1973,Stokely Athletic Center,Knoxville,United States of America,Summer 1973 Tour,40.079,-98.816
18,Oct,1973,Memorial Coliseum,Tuscaloosa,United States of America,Summer 1973 Tour,40.079,-98.816
19,Oct,1973,Georgia Coliseum,Athens,United States of America,Summer 1973 Tour,40.079,-98.816
20,Oct,1973,Hollywood Sportatorium,Hollywood,United States of America,Summer 1973 Tour,40.079,-98.816
21,Oct,1973,Florida Gymnasium,Gainesville,United States of America,Summer 1973 Tour,40.079,-98.816
27,Nov,1973,Colston Hall,Bristol,United Kingdom,Fall 1973 Tour,52.289,-1.259
29,Nov,1973,King's Hall Belle Vue,Manchester,United Kingdom,Fall 1973 Tour,52.289,-1.259
8,Dec,1973,Empire Theatre,Liverpool,United Kingdom,Fall 1973 Tour,52.289,-1.259
10,Dec,1973,Apollo Theatre,Glasgow,United Kingdom,Fall 1973 Tour,52.289,-1.259
11,Dec,1973,Apollo Theatre,Glasgow,United Kingdom,Fall 1973 Tour,52.289,-1.259
12,Dec,1973,City Hall,Newcastle,United Kingdom,Fall 1973 Tour,52.289,-1.259
14,Dec,1973,City Hall,Sheffield,United Kingdom,Fall 1973 Tour,52.289,-1.259
15,Dec,1973,American School,London,United Kingdom,Fall 1973 Tour,52.289,-1.259
16,Dec,1973,Town Hall,Birmingham,United Kingdom,Fall 1973 Tour,52.289,-1.259
17,Dec,1973,Town Hall,Birmingham,United Kingdom,Fall 1973 Tour,52.289,-1.259
21,Dec,1973,Hammersmith Odeon,London,United Kingdom,Fall 1973 Tour,52.289,-1.259
22,Dec,1973,Hammersmith Odeon,London,United Kingdom,Fall 1973 Tour,52.289,-1.259
23,Dec,1973,Hammersmith Odeon,London,United Kingdom,Fall 1973 Tour,52.289,-1.259
1,Feb,1974,Budohkan,Tokyo,Japan,1974 Japan Tour,35.962,137.855
2,Feb,1974,Budohkan,Tokyo,Japan,1974 Japan Tour,35.962,137.855
3,Feb,1974,Osaka Kohsei Nenkin Hall,Osaka,Japan,1974 Japan Tour,35.962,137.855
4,Feb,1974,Osaka Kohsei Nenkin Hall,Osaka,Japan,1974 Japan Tour,35.962,137.855
5,Feb,1974,Osaka Kohsei Nenkin Hall,Osaka,Japan,1974 Japan Tour,35.962,137.855
7,Feb,1974,Kyuden Kinen Tallkukan,Fukuoka,Japan,1974 Japan Tour,35.962,137.855
8,Feb,1974,Yubin Chokin Hall,Hiroshima,Japan,1974 Japan Tour,35.962,137.855
9,Feb,1974,Kyoto Kaikan,Kyoto,Japan,1974 Japan Tour,35.962,137.855
10,Feb,1974,Festival Hall,Osaka,Japan,1974 Japan Tour,35.962,137.855
11,Feb,1974,Nagoya Civic Hall,Nagoya,Japan,1974 Japan Tour,35.962,137.855
13,Feb,1974,Shinjuku Kohsei Nenkin Hall,Tokyo,Japan,1974 Japan Tour,35.962,137.855
19,Feb,1974,Memorial Drive,Adelaide,Australia,1974 Tour of Australia,-24.578,133.582
21,Feb,1974,South Melbourne Football Ground,Melbourne,Australia,1974 tour of australia,-24.578,133.582
23,Feb,1974,Milton Tennis Courts,Brisbane,Australia,1974 tour of Australia,-24.578,133.582
28,Feb,1974,Western Springs Stadium,Auckland,New Zealand,1974 tour of australia,-42.558,172.377
14,Mar,1974,Randwick Racecourse,Sydney,Australia,1974 tour of australia,-24.578,133.582
18,Mar,1974,WACA Grounds,Perth,Australia,1974 tour of australia,-24.578,133.582
5,May,1974,Watford Football Club,Watford,United Kingdom,benefit show,52.289,-1.259
18,May,1974,Royal Festival Hall,London,United Kingdom,invalid children's aid society benefit,52.289,-1.259
14,Jun,1974,Nassau Coliseum,Uniondale,United States of America,Beach Boys concert,40.079,-98.816
25,Sep,1974,Dallas Convention Center,Dallas,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
26,Sep,1974,Hofheinz Pavilion,Houston,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
27,Sep,1974,Municipal Auditorium,Mobile,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
28,Sep,1974,Memorial Coliseum,Tuscaloosa,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
29,Sep,1974,Louisiana State University,Baton Rouge,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
3,Oct,1974,The Forum,Los Angeles,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
4,Oct,1974,The Forum,Los Angeles,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
5,Oct,1974,The Forum,Los Angeles,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
6,Oct,1974,The Forum,Los Angeles,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
8,Oct,1974,Sports Arena,San Diego,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
9,Oct,1974,Cow Palace,San Francisco,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
10,Oct,1974,Coliseum,Oakland,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
12,Oct,1974,Seattle Center Coliseum,Seattle,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
13,Oct,1974,Seattle Center Coliseum,Seattle,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
14,Oct,1974,Pacific Coliseum,Vancouver,Canada,1974 Tour with Kiki Dee,59.207,-111.194
15,Oct,1974,Portland Memorial Coliseum,Portland,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
26,Oct,1974,Honolulu International Center,Honolulu,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
27,Oct,1974,Honolulu International Center,Honolulu,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
30,Oct,1974,St. Louis Arena,St. Louis,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
31,Oct,1974,St. Paul Civic Center,St. Paul,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
1,Nov,1974,Chicago Stadium,Chicago,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
2,Nov,1974,Chicago Stadium,Chicago,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
3,Nov,1974,Athletic And Convocation Center,South Bend,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
4,Nov,1974,Cleveland Arena,Cleveland,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
8,Nov,1974,Greensboro Coliseum,Greensboro,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
9,Nov,1974,Stokely Athletic Center,Knoxville,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
10,Nov,1974,The Omni,Atlanta,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
12,Nov,1974,Civic Arena,Pittsburgh,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
13,Nov,1974,Olympia Stadium,Detroit,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
14,Nov,1974,Olympia Stadium,Detroit,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
15,Nov,1974,Olympia Stadium,Detroit,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
17,Nov,1974,The Forum,Montreal,Canada,1974 Tour with Kiki Dee,59.207,-111.194
18,Nov,1974,Maple Leaf Gardens,Toronto,Canada,1974 Tour with Kiki Dee,59.207,-111.194
20,Nov,1974,Boston Garden,Boston,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
21,Nov,1974,Capital Centre,Landover,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
22,Nov,1974,Capital Centre,Landover,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
23,Nov,1974,Veterans Memorial Coliseum,New Haven,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
28,Nov,1974,Madison Square Garden,New York,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
29,Nov,1974,Madison Square Garden,New York,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
30,Nov,1974,Nassau Coliseum,Uniondale,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
1,Dec,1974,Nassau Coliseum,Uniondale,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
2,Dec,1974,The Spectrum,Philadelphia,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
3,Dec,1974,The Spectrum,Philadelphia,United States of America,1974 Tour with Kiki Dee,40.079,-98.816
20,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show,52.289,-1.259
21,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show,52.289,-1.259
22,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show,52.289,-1.259
23,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show,52.289,-1.259
24,Dec,1974,Hammersmith Odeon,London,United Kingdom,christmas show,52.289,-1.259
18,Feb,1975,Bailey's Night Club,London,United Kingdom,Watford Support Concert,52.289,-1.259
21,Jun,1975,Wembley Stadium,London,United Kingdom,Mid Summer Music,52.289,-1.259
29,Jun,1975,Oaklannd-Alameda County Colsieum Arena,Oakland,United States of America,doobie brothers-the eagles concert,40.079,-98.816
19,Jul,1975,Hughes Stadium,Fort Collins,United States of America,joined rolling stones in concert,40.079,-98.816
25,Aug,1975,Troubadour Club,Los Angeles,United States of America,anniversary gig,40.079,-98.816
26,Aug,1975,Troubadour Club,Los Angeles,United States of America,anniversary gig,40.079,-98.816
27,Aug,1975,Troubadour Club,Los Angeles,United States of America,anniversary gig,40.079,-98.816
29,Sep,1975,Sports Arena,San Diego,United States of America,Rock Of The Westies Tour,40.079,-98.816
1,Oct,1975,Community Center Arena,Tucson,United States of America,Rock Of The Westies Tour,40.079,-98.816
2,Oct,1975,Convention Center,Las Vegas,United States of America,Rock Of The Westies Tour,40.079,-98.816
3,Oct,1975,ASU Activities Center,Tempe,United States of America,Rock Of The Westies Tour,40.079,-98.816
5,Oct,1975,McNichols Arena,Denver,United States of America,Rock Of The Westies Tour,40.079,-98.816
7,Oct,1975,University of Utah Special Events Center,Salt Lake City,United States of America,Rock Of The Westies Tour,40.079,-98.816
12,Oct,1975,Pacific Coliseum,Vancouver,Canada,Rock Of The Westies Tour,59.207,-111.194
13,Oct,1975,Pacific Coliseum,Vancouver,Canada,Rock Of The Westies Tour,59.207,-111.194
14,Oct,1975,Portland Memorial Coliseum,Portland,United States of America,Rock Of The Westies Tour,40.079,-98.816
16,Oct,1975,Seattle Center Coliseum,Seattle,United States of America,Rock Of The Westies Tour,40.079,-98.816
17,Oct,1975,Seattle Center Coliseum,Seattle,United States of America,Rock Of The Westies Tour,40.079,-98.816
19,Oct,1975,Oakland-Alameda County Coliseum Arena,Oakland,United States of America,Rock Of The Westies Tour,40.079,-98.816
20,Oct,1975,Oakland-Alameda County Coliseum Arena,Oakland,United States of America,Rock Of The Westies Tour,40.079,-98.816
25,Oct,1975,Dodgers Stadium,Los Angeles,United States of America,Rock Of The Westies Tour,40.079,-98.816
26,Oct,1975,Dodgers Stadium,Los Angeles,United States of America,Rock Of The Westies Tour,40.079,-98.816
29,Apr,1976,Leeds Grand,Leeds,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
30,Apr,1976,Leeds Grand,Leeds,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
1,May,1976,Manchester Belle Vue,Manchester,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
2,May,1976,Preston Guildhall,Preston,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
3,May,1976,Liverpool Empire,Liverpool,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
4,May,1976,Liverpool Empire,Liverpool,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
5,May,1976,De Montfort Hall,Leicester,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
6,May,1976,Victoria Hall,Hanley,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
7,May,1976,Civic hall,Wolverhampton,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
9,May,1976,Fairfield Hall,Croydon,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
11,May,1976,Earls Court,London,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
12,May,1976,Earls Court,London,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
13,May,1976,Earls Court,London,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
14,May,1976,Baileys,Watford,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
16,May,1976,Birmingham Odeon,Birmingham,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
17,May,1976,Birmingham Odeon,Birmingham,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
18,May,1976,Sheffield City Hall,Sheffield,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
20,May,1976,City Hall,Newcastle,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
21,May,1976,Edinburgh Usher Hall,Edinburgh,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
22,May,1976,Caird Hall,Dundee,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
24,May,1976,Apollo Theatre,Glasgow,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
25,May,1976,Apollo Theatre,Glasgow,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
27,May,1976,Coventry New theatre,Coventry,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
28,May,1976,Coventry New theatre,Coventry,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
29,May,1976,Gaumont Theatre,Southampton,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
30,May,1976,Taunton Odeon,Taunton,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
31,May,1976,Bristol Hippodrome,Bristol,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
1,Jun,1976,Bristol Hippodrome,Bristol,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
3,Jun,1976,Cardiff Capitol,Cardiff,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
4,Jun,1976,Cardiff Capitol,Cardiff,United Kingdom,Louder Than Concorde Tour,52.289,-1.259
29,Jun,1976,Capital Centre,Landover,United States of America,Louder Than Concorde Tour,40.079,-98.816
30,Jun,1976,Capital Centre,Landover,United States of America,Louder Than Concorde Tour,40.079,-98.816
1,Jul,1976,Capital Centre,Landover,United States of America,Louder Than Concorde Tour,40.079,-98.816
4,Jul,1976,Schaefer Stadium,Foxboro,United States of America,Louder Than Concorde Tour,40.079,-98.816
6,Jul,1976,The Spectrum,Philadelphia,United States of America,Louder Than Concorde Tour,40.079,-98.816
7,Jul,1976,The Spectrum,Philadelphia,United States of America,Louder Than Concorde Tour,40.079,-98.816
8,Jul,1976,The Spectrum,Philadelphia,United States of America,Louder Than Concorde Tour,40.079,-98.816
11,Jul,1976,Pontiac Silverdome,Detroit,United States of America,Louder Than Concorde Tour,40.079,-98.816
13,Jul,1976,Greensboro Coliseum,Greensboro,United States of America,Louder Than Concorde Tour,40.079,-98.816
14,Jul,1976,Charlotte Coliseum,Charlotte,United States of America,Louder Than Concorde Tour,40.079,-98.816
16,Jul,1976,The Omni,Atlanta,United States of America,Louder Than Concorde Tour,40.079,-98.816
18,Jul,1976,Memorial Coliseum,Tuscaloosa,United States of America,Louder Than Concorde Tour,40.079,-98.816
20,Jul,1976,Freedom Hall,Louisville,United States of America,Louder Than Concorde Tour,40.079,-98.816
21,Jul,1976,Market Square Arena,Indianapolis,United States of America,Louder Than Concorde Tour,40.079,-98.816
24,Jul,1976,St. Paul Civic Center,St. Paul,United States of America,Louder Than Concorde Tour,40.079,-98.816
26,Jul,1976,Chicago Stadium,Chicago,United States of America,Louder Than Concorde Tour,40.079,-98.816
27,Jul,1976,Chicago Stadium,Chicago,United States of America,Louder Than Concorde Tour,40.079,-98.816
28,Jul,1976,Chicago Stadium,Chicago,United States of America,Louder Than Concorde Tour,40.079,-98.816
29,Jul,1976,Chicago Stadium,Chicago,United States of America,Louder Than Concorde Tour,40.079,-98.816
1,Aug,1976,Richfield Coliseum,Richfield,United States of America,Louder Than Concorde Tour,40.079,-98.816
2,Aug,1976,Richfield Coliseum,Richfield,United States of America,Louder Than Concorde Tour,40.079,-98.816
3,Aug,1976,Riverfront Coliseum,Cincinnati,United States of America,Louder Than Concorde Tour,40.079,-98.816
7,Aug,1976,Rich Stadium,Buffalo,United States of America,Louder Than Concorde Tour,40.079,-98.816
