Day,Month,Year,Venue,City,Country,Tour,Latitude,Longitude
26,Aug,1973,State Fairgrounds,Des Moines,USA,Summer 1973 Tour,41.5868654,-93.6249494
28,Aug,1973,University of Utah Special Events Center,Salt Lake City,USA,Summer 1973 Tour,40.7596198,-111.886797
30,Aug,1973,Portland Memorial Coliseum,Portland,USA,Summer 1973 Tour,45.5202471,-122.674194
31,Aug,1973,Seattle Center Coliseum,Seattle,USA,Summer 1973 Tour,47.6038321,-122.330062
1,Sep,1973,Balboa Stadium,San Diego,USA,Summer 1973 Tour,32.7174202,-117.162772
3,Sep,1973,University Arena,Albuquerque,USA,Summer 1973 Tour,35.0841034,-106.650985
4,Sep,1973,Big Surf,Tempe,USA,Summer 1973 Tour,33.4255117,-111.940016
7,Sep,1973,Hollywood Bowl,Los Angeles,USA,Summer 1973 Tour,34.0536909,-118.242766
8,Sep,1973,Long Beach Arena,Long Beach,USA,Summer 1973 Tour,33.7690164,-118.191604
9,Sep,1973,Oakland-Alameda County Coliseum Arena,Oakland,USA,Summer 1973 Tour,37.8044557,-122.271356
10,Sep,1973,Pacific Coliseum,Vancouver,Canada,Summer 1973 Tour,49.2608724,-123.113952
17,Sep,1973,Honolulu International Center,Honolulu,USA,Summer 1973 Tour,21.304547,-157.855676
21,Sep,1973,Greensboro Coliseum,Greensboro,USA,Summer 1973 Tour,36.0726355,-79.7919754
22,Sep,1973,Atlanta Stadium,Atlanta,USA,Summer 1973 Tour,33.7544657,-84.3898151
23,Sep,1973,Madison Square Garden,New York,USA,Summer 1973 Tour,40.7127281,-74.0060152
25,Sep,1973,Boston Garden,Boston,USA,Summer 1973 Tour,42.3554334,-71.060511
30,Sep,1973,Baltimore Civic Center,Baltimore,USA,Summer 1973 Tour,39.2908816,-76.610759
3,Oct,1973,UD Arena,Dayton,USA,Summer 1973 Tour,39.7589478,-84.1916069
5,Oct,1973,Cobo Arena,Detroit,USA,Summer 1973 Tour,42.3315509,-83.0466403
6,Oct,1973,St. John Arena,Columbus,USA,Summer 1973 Tour,39.9622601,-83.0007065
7,Oct,1973,Indiana University Assembly Hall,Bloomington,USA,Summer 1973 Tour,39.1670396,-86.5342881
9,Oct,1973,Civic Arena,Pittsburgh,USA,Summer 1973 Tour,40.4416941,-79.9900861
11,Oct,1973,Mid South Coliseum,Memphis,USA,Summer 1973 Tour,35.1460249,-90.0517638
12,Oct,1973,Murphy Athletic Center,Murfreesboro,USA,Summer 1973 Tour,35.8460396,-86.3921096
13,Oct,1973,Stokely Athletic Center,Knoxville,USA,Summer 1973 Tour,35.9603948,-83.9210261
18,Oct,1973,Memorial Coliseum,Tuscaloosa,USA,Summer 1973 Tour,33.2095614,-87.5675258
19,Oct,1973,Georgia Coliseum,Athens,USA,Summer 1973 Tour,33.9597677,-83.376398
20,Oct,1973,Hollywood Sportatorium,Hollywood,USA,Summer 1973 Tour,34.0980031,-118.329523
21,Oct,1973,Florida Gymnasium,Gainesville,USA,Summer 1973 Tour,29.6519684,-82.3249846
27,Nov,1973,Colston Hall,Bristol,England,Fall 1973 Tour,51.4538022,-2.5972985
29,Nov,1973,King's Hall Belle Vue,Manchester,England,Fall 1973 Tour,53.4794892,-2.2451148
8,Dec,1973,Empire Theatre,Liverpool,England,Fall 1973 Tour,53.4071991,-2.99168
10,Dec,1973,Apollo Theatre,Glasgow,Scotland,Fall 1973 Tour,55.861155,-4.2501687
11,Dec,1973,Apollo Theatre,Glasgow,Scotland,Fall 1973 Tour,55.861155,-4.2501687
12,Dec,1973,City Hall,Newcastle,England,Fall 1973 Tour,54.9738474,-1.6131572
14,Dec,1973,City Hall,Sheffield,England,Fall 1973 Tour,53.3806626,-1.4702278
15,Dec,1973,American School,London,England,Fall 1973 Tour,51.4893335,-0.1440551
16,Dec,1973,Town Hall,Birmingham,England,Fall 1973 Tour,52.4796992,-1.9026911
17,Dec,1973,Town Hall,Birmingham,England,Fall 1973 Tour,52.4796992,-1.9026911
21,Dec,1973,Hammersmith Odeon,London,England,Fall 1973 Tour,51.4893335,-0.1440551
22,Dec,1973,Hammersmith Odeon,London,England,Fall 1973 Tour,51.4893335,-0.1440551
23,Dec,1973,Hammersmith Odeon,London,England,Fall 1973 Tour,51.4893335,-0.1440551
1,Feb,1974,Budohkan,Tokyo,Japan,1974 Japan Tour,35.6768601,139.7638947
2,Feb,1974,Budohkan,Tokyo,Japan,1974 Japan Tour,35.6768601,139.7638947
3,Feb,1974,Ohsaka Kohsei Nenkin Hall,Ohsaka,Japan,1974 Japan Tour,,
4,Feb,1974,Ohsaka Kohsei Nenkin Hall,Ohsaka,Japan,1974 Japan Tour,,
5,Feb,1974,Ohsaka Kohsei Nenkin Hall,Ohsaka,Japan,1974 Japan Tour,,
7,Feb,1974,Kyuden Kinen Tallkukan,Fukuoka,Japan,1974 Japan Tour,33.6251241,130.6180016
8,Feb,1974,Yubin Chokin Hall,Hiroshima,Japan,1974 Japan Tour,34.3917241,132.4517589
9,Feb,1974,Kyoto Kaikan,Kyoto,Japan,1974 Japan Tour,35.0115754,135.7681441
10,Feb,1974,Festival Hall,Ohsaka,Japan,1974 Japan Tour,,
11,Feb,1974,Nagoya Civic Hall,Nagoya,Japan,1974 Japan Tour,35.1851045,136.8998438
13,Feb,1974,Shinjuku Kohsei Nenkin Hall,Tokyo,Japan,1974 Japan Tour,35.6768601,139.7638947
19,Feb,1974,Memorial Drive,Adelaide,Australia,1974 Tour of Australia,-34.9281805,138.5999312
21,Feb,1974,South Melbourne Football Ground,Melbourne,Australia,1974 tour of australia,-37.8142454,144.9631732
23,Feb,1974,Milton Tennis Courts,Brisbane,Australia,1974 tour of Australia,-27.4689623,153.0235009
28,Feb,1974,Western Springs Stadium,Auckland,New Zealand,1974 tour of australia,-36.852095,174.7631803
14,Mar,1974,Randwick Racecourse,Sydney,Australia,1974 tour of australia,-33.8698439,151.2082848
18,Mar,1974,WACA Grounds,Perth,Australia,1974 tour of australia,-31.9558967,115.8605784
5,May,1974,Watford Football Club,Watford,England,benefit show,51.6553875,-0.3957425
18,May,1974,Royal Festival Hall,London,England,invalid children's aid society benefit,51.4893335,-0.1440551
14,Jun,1974,Nassau Coliseum,Uniondale,USA,Beach Boys concert,40.7157545,-73.5898872
25,Sep,1974,Dallas Convention Center,Dallas,USA,1974 Tour with Kiki Dee,32.7762719,-96.7968559
26,Sep,1974,Hofheinz Pavilion,Houston,USA,1974 Tour with Kiki Dee,29.7589382,-95.3676974
27,Sep,1974,Municipal Auditorium,Mobile,USA,1974 Tour with Kiki Dee,30.6913462,-88.0437509
28,Sep,1974,Memorial Coliseum,Tuscaloosa,USA,1974 Tour with Kiki Dee,33.2095614,-87.5675258
29,Sep,1974,Louisiana State University,Baton Rouge,USA,1974 Tour with Kiki Dee,30.4494155,-91.1869659
3,Oct,1974,The Forum,Los Angeles,USA,1974 Tour with Kiki Dee,34.0536909,-118.242766
4,Oct,1974,The Forum,Los Angeles,USA,1974 Tour with Kiki Dee,34.0536909,-118.242766
5,Oct,1974,The Forum,Los Angeles,USA,1974 Tour with Kiki Dee,34.0536909,-118.242766
6,Oct,1974,The Forum,Los Angeles,USA,1974 Tour with Kiki Dee,34.0536909,-118.242766
8,Oct,1974,Sports Arena,San Diego,USA,1974 Tour with Kiki Dee,32.7174202,-117.162772
9,Oct,1974,Cow Palace,San Francisco,USA,1974 Tour with Kiki Dee,37.7792588,-122.4193286
10,Oct,1974,Coliseum,Oakland,USA,1974 Tour with Kiki Dee,37.8044557,-122.271356
12,Oct,1974,Seattle Center Coliseum,Seattle,USA,1974 Tour with Kiki Dee,47.6038321,-122.330062
13,Oct,1974,Seattle Center Coliseum,Seattle,USA,1974 Tour with Kiki Dee,47.6038321,-122.330062
14,Oct,1974,Pacific Coliseum,Vancouver,Canada,1974 Tour with Kiki Dee,49.2608724,-123.113952
15,Oct,1974,Portland Memorial Coliseum,Portland,USA,1974 Tour with Kiki Dee,45.5202471,-122.674194
26,Oct,1974,Honolulu International Center,Honolulu,USA,1974 Tour with Kiki Dee,21.304547,-157.855676
27,Oct,1974,Honolulu International Center,Honolulu,USA,1974 Tour with Kiki Dee,21.304547,-157.855676
30,Oct,1974,St. Louis Arena,St. Louis,USA,1974 Tour with Kiki Dee,38.6280278,-90.1910154
31,Oct,1974,St. Paul Civic Center,St. Paul,USA,1974 Tour with Kiki Dee,44.9497487,-93.0931028
1,Nov,1974,Chicago Stadium,Chicago,USA,1974 Tour with Kiki Dee,41.8755616,-87.6244212
2,Nov,1974,Chicago Stadium,Chicago,USA,1974 Tour with Kiki Dee,41.8755616,-87.6244212
3,Nov,1974,Athletic And Convocation Center,South Bend,USA,1974 Tour with Kiki Dee,41.6833813,-86.2500066
4,Nov,1974,Cleveland Arena,Cleveland,USA,1974 Tour with Kiki Dee,41.4996574,-81.6936772
8,Nov,1974,Greensboro Coliseum,Greensboro,USA,1974 Tour with Kiki Dee,36.0726355,-79.7919754
9,Nov,1974,Stokely Athletic Center,Knoxville,USA,1974 Tour with Kiki Dee,35.9603948,-83.9210261
10,Nov,1974,The Omni,Atlanta,USA,1974 Tour with Kiki Dee,33.7544657,-84.3898151
12,Nov,1974,Civic Arena,Pittsburgh,USA,1974 Tour with Kiki Dee,40.4416941,-79.9900861
13,Nov,1974,Olympia Stadium,Detroit,USA,1974 Tour with Kiki Dee,42.3315509,-83.0466403
14,Nov,1974,Olympia Stadium,Detroit,USA,1974 Tour with Kiki Dee,42.3315509,-83.0466403
15,Nov,1974,Olympia Stadium,Detroit,USA,1974 Tour with Kiki Dee,42.3315509,-83.0466403
17,Nov,1974,The Forum,Montreal,Canada,1974 Tour with Kiki Dee,45.5031824,-73.5698065
18,Nov,1974,Maple Leaf Gardens,Toronto,Canada,1974 Tour with Kiki Dee,43.6534817,-79.3839347
20,Nov,1974,Boston Garden,Boston,USA,1974 Tour with Kiki Dee,42.3554334,-71.060511
21,Nov,1974,Capital Centre,Landover,USA,1974 Tour with Kiki Dee,38.9253129,-76.8815433
22,Nov,1974,Capital Centre,Landover,USA,1974 Tour with Kiki Dee,38.9253129,-76.8815433
23,Nov,1974,Veterans Memorial Coliseum,New Haven,USA,1974 Tour with Kiki Dee,41.3082138,-72.9250518
28,Nov,1974,Madison Square Garden,New York,USA,1974 Tour with Kiki Dee,40.7127281,-74.0060152
29,Nov,1974,Madison Square Garden,New York,USA,1974 Tour with Kiki Dee,40.7127281,-74.0060152
30,Nov,1974,Nassau Coliseum,Uniondale,USA,1974 Tour with Kiki Dee,40.7157545,-73.5898872
1,Dec,1974,Nassau Coliseum,Uniondale,USA,1974 Tour with Kiki Dee,40.7157545,-73.5898872
2,Dec,1974,The Spectrum,Philadelphia,USA,1974 Tour with Kiki Dee,39.9527237,-75.1635262
3,Dec,1974,The Spectrum,Philadelphia,USA,1974 Tour with Kiki Dee,39.9527237,-75.1635262
20,Dec,1974,Hammersmith Odeon,London,England,christmas show,51.4893335,-0.1440551
21,Dec,1974,Hammersmith Odeon,London,England,christmas show,51.4893335,-0.1440551
22,Dec,1974,Hammersmith Odeon,London,England,christmas show,51.4893335,-0.1440551
23,Dec,1974,Hammersmith Odeon,London,England,christmas show,51.4893335,-0.1440551
24,Dec,1974,Hammersmith Odeon,London,England,christmas show,51.4893335,-0.1440551
18,Feb,1975,Bailey's Night Club,London,England,Watford Support Concert,51.4893335,-0.1440551
21,Jun,1975,Wembley Stadium,London,England,Mid Summer Music,51.4893335,-0.1440551
29,Jun,1975,Oaklannd-Alameda County Colsieum Arena,Oakland,USA,doobie brothers-the eagles concert,37.8044557,-122.271356
19,Jul,1975,Hughes Stadium,Fort Collins,USA,joined rolling stones in concert,40.5871782,-105.0770113
25,Aug,1975,Troubadour Club,Los Angeles,USA,anniversary gig,34.0536909,-118.242766
26,Aug,1975,Troubadour Club,Los Angeles,USA,anniversary gig,34.0536909,-118.242766
27,Aug,1975,Troubadour Club,Los Angeles,USA,anniversary gig,34.0536909,-118.242766
29,Sep,1975,Sports Arena,San Diego,USA,Rock Of The Westies Tour,32.7174202,-117.162772
1,Oct,1975,Community Center Arena,Tucson,USA,Rock Of The Westies Tour,32.2228765,-110.974847
2,Oct,1975,Convention Center,Las Vegas,USA,Rock Of The Westies Tour,36.1674263,-115.1484131
3,Oct,1975,ASU Activities Center,Tempe,USA,Rock Of The Westies Tour,33.4255117,-111.940016
5,Oct,1975,McNichols Arena,Denver,USA,Rock Of The Westies Tour,39.7392364,-104.984862
7,Oct,1975,University of Utah Special Events Center,Salt Lake City,USA,Rock Of The Westies Tour,40.7596198,-111.886797
12,Oct,1975,Pacific Coliseum,Vancouver,Canada,Rock Of The Westies Tour,49.2608724,-123.113952
13,Oct,1975,Pacific Coliseum,Vancouver,Canada,Rock Of The Westies Tour,49.2608724,-123.113952
14,Oct,1975,Portland Memorial Coliseum,Portland,USA,Rock Of The Westies Tour,45.5202471,-122.674194
16,Oct,1975,Seattle Center Coliseum,Seattle,USA,Rock Of The Westies Tour,47.6038321,-122.330062
17,Oct,1975,Seattle Center Coliseum,Seattle,USA,Rock Of The Westies Tour,47.6038321,-122.330062
19,Oct,1975,Oakland-Alameda County Coliseum Arena,Oakland,USA,Rock Of The Westies Tour,37.8044557,-122.271356
20,Oct,1975,Oakland-Alameda County Coliseum Arena,Oakland,USA,Rock Of The Westies Tour,37.8044557,-122.271356
25,Oct,1975,Dodgers Stadium,Los Angeles,USA,Rock Of The Westies Tour,34.0536909,-118.242766
26,Oct,1975,Dodgers Stadium,Los Angeles,USA,Rock Of The Westies Tour,34.0536909,-118.242766
29,Apr,1976,Leeds Grand,Leeds,England,Louder Than Concorde Tour,53.7974185,-1.5437941
30,Apr,1976,Leeds Grand,Leeds,England,Louder Than Concorde Tour,53.7974185,-1.5437941
1,May,1976,Manchester Belle Vue,Manchester,England,Louder Than Concorde Tour,53.4794892,-2.2451148
2,May,1976,Preston Guildhall,Preston,England,Louder Than Concorde Tour,53.7593363,-2.6992717
3,May,1976,Liverpool Empire,Liverpool,England,Louder Than Concorde Tour,53.4071991,-2.99168
4,May,1976,Liverpool Empire,Liverpool,England,Louder Than Concorde Tour,53.4071991,-2.99168
5,May,1976,De Montfort Hall,Leicester,England,Louder Than Concorde Tour,52.6362,-1.1331969
6,May,1976,Victoria Hall,Hanley,England,Louder Than Concorde Tour,53.026111,-2.1754512
7,May,1976,Civic hall,Wolverhampton,England,Louder Than Concorde Tour,52.5847651,-2.127567
9,May,1976,Fairfield Hall,Croydon,England,Louder Than Concorde Tour,51.3713049,-0.101957
11,May,1976,Earls Court,London,England,Louder Than Concorde Tour,51.4893335,-0.1440551
12,May,1976,Earls Court,London,England,Louder Than Concorde Tour,51.4893335,-0.1440551
13,May,1976,Earls Court,London,England,Louder Than Concorde Tour,51.4893335,-0.1440551
14,May,1976,Baileys,Watford,England,Louder Than Concorde Tour,51.6553875,-0.3957425
16,May,1976,Birmingham Odeon,Birmingham,England,Louder Than Concorde Tour,52.4796992,-1.9026911
17,May,1976,Birmingham Odeon,Birmingham,England,Louder Than Concorde Tour,52.4796992,-1.9026911
18,May,1976,Sheffield City Hall,Sheffield,England,Louder Than Concorde Tour,53.3806626,-1.4702278
20,May,1976,City Hall,Newcastle,England,Louder Than Concorde Tour,54.9738474,-1.6131572
21,May,1976,Edinburgh Usher Hall,Edinburgh,Scotland,Louder Than Concorde Tour,55.9533456,-3.1883749
22,May,1976,Caird Hall,Dundee,England,Louder Than Concorde Tour,53.7516241,-1.8285648
24,May,1976,Apollo Theatre,Glasgow,Scotland,Louder Than Concorde Tour,55.861155,-4.2501687
25,May,1976,Apollo Theatre,Glasgow,Scotland,Louder Than Concorde Tour,55.861155,-4.2501687
27,May,1976,Coventry New theatre,Coventry,England,Louder Than Concorde Tour,52.4081812,-1.510477
28,May,1976,Coventry New theatre,Coventry,England,Louder Than Concorde Tour,52.4081812,-1.510477
29,May,1976,Gaumont Theatre,Southampton,England,Louder Than Concorde Tour,50.9025349,-1.404189
30,May,1976,Taunton Odeon,Taunton,England,Louder Than Concorde Tour,51.0147895,-3.1029086
31,May,1976,Bristol Hippodrome,Bristol,England,Louder Than Concorde Tour,51.4538022,-2.5972985
1,Jun,1976,Bristol Hippodrome,Bristol,England,Louder Than Concorde Tour,51.4538022,-2.5972985
3,Jun,1976,Cardiff Capitol,Cardiff,England,Louder Than Concorde Tour,51.9896896,-2.1357384
4,Jun,1976,Cardiff Capitol,Cardiff,England,Louder Than Concorde Tour,51.9896896,-2.1357384
29,Jun,1976,Capital Centre,Landover,USA,Louder Than Concorde Tour,38.9253129,-76.8815433
30,Jun,1976,Capital Centre,Landover,USA,Louder Than Concorde Tour,38.9253129,-76.8815433
1,Jul,1976,Capital Centre,Landover,USA,Louder Than Concorde Tour,38.9253129,-76.8815433
4,Jul,1976,Schaefer Stadium,Foxboro,USA,Louder Than Concorde Tour,46.4985528,-92.2879727
6,Jul,1976,The Spectrum,Philadelphia,USA,Louder Than Concorde Tour,39.9527237,-75.1635262
7,Jul,1976,The Spectrum,Philadelphia,USA,Louder Than Concorde Tour,39.9527237,-75.1635262
8,Jul,1976,The Spectrum,Philadelphia,USA,Louder Than Concorde Tour,39.9527237,-75.1635262
11,Jul,1976,Pontiac Silverdome,Detroit,USA,Louder Than Concorde Tour,42.3315509,-83.0466403
13,Jul,1976,Greensboro Coliseum,Greensboro,USA,Louder Than Concorde Tour,36.0726355,-79.7919754
14,Jul,1976,Charlotte Coliseum,Charlotte,USA,Louder Than Concorde Tour,35.2272086,-80.8430827
16,Jul,1976,The Omni,Atlanta,USA,Louder Than Concorde Tour,33.7544657,-84.3898151
18,Jul,1976,Memorial Coliseum,Tuscaloosa,USA,Louder Than Concorde Tour,33.2095614,-87.5675258
20,Jul,1976,Freedom Hall,Louisville,USA,Louder Than Concorde Tour,38.2542376,-85.759407
21,Jul,1976,Market Square Arena,Indianapolis,USA,Louder Than Concorde Tour,39.7683331,-86.1583502
24,Jul,1976,St. Paul Civic Center,St. Paul,USA,Louder Than Concorde Tour,44.9497487,-93.0931028
26,Jul,1976,Chicago Stadium,Chicago,USA,Louder Than Concorde Tour,41.8755616,-87.6244212
27,Jul,1976,Chicago Stadium,Chicago,USA,Louder Than Concorde Tour,41.8755616,-87.6244212
28,Jul,1976,Chicago Stadium,Chicago,USA,Louder Than Concorde Tour,41.8755616,-87.6244212
29,Jul,1976,Chicago Stadium,Chicago,USA,Louder Than Concorde Tour,41.8755616,-87.6244212
1,Aug,1976,Richfield Coliseum,Richfield,USA,Louder Than Concorde Tour,44.8766431,-93.2877877
2,Aug,1976,Richfield Coliseum,Richfield,USA,Louder Than Concorde Tour,44.8766431,-93.2877877
3,Aug,1976,Riverfront Coliseum,Cincinnati,USA,Louder Than Concorde Tour,39.1014537,-84.5124602
7,Aug,1976,Rich Stadium,Buffalo,USA,Louder Than Concorde Tour,42.8867166,-78.8783922
10,Aug,1976,Madison Square Garden,New York,USA,Louder Than Concorde Tour,40.7127281,-74.0060152
11,Aug,1976,Madison Square Garden,New York,USA,Louder Than Concorde Tour,40.7127281,-74.0060152
12,Aug,1976,Madison Square Garden,New York,USA,Louder Than Concorde Tour,40.7127281,-74.0060152
13,Aug,1976,Madison Square Garden,New York,USA,Louder Than Concorde Tour,40.7127281,-74.0060152
15,Aug,1976,Madison Square Garden,New York,USA,Louder Than Concorde Tour,40.7127281,-74.0060152
16,Aug,1976,Madison Square Garden,New York,USA,Louder Than Concorde Tour,40.7127281,-74.0060152
17,Aug,1976,Madison Square Garden,New York,USA,Louder Than Concorde Tour,40.7127281,-74.0060152
18,Aug,1976,Central Park Wollman Rink,New York,USA,Music Festival,40.7127281,-74.0060152
17,Sep,1976,Edinburgh Playhouse,Edinburgh,Scotland,festival of popular music,55.9533456,-3.1883749
2,May,1977,Rainbow Theatre,London,England,At The Rainbow,51.4893335,-0.1440551
3,May,1977,Rainbow Theatre,London,England,At The Rainbow,51.4893335,-0.1440551
4,May,1977,Rainbow Theatre,London,England,At The Rainbow,51.4893335,-0.1440551
5,May,1977,Rainbow Theatre,London,England,At The Rainbow,51.4893335,-0.1440551
6,May,1977,Rainbow Theatre,London,England,At The Rainbow,51.4893335,-0.1440551
7,May,1977,Rainbow Theatre,London,England,At The Rainbow,51.4893335,-0.1440551
28,May,1977,Big Top Show,Windsor,England,Big Top Show,51.4837886,-0.6040419
17,Jun,1977,Shoreditch College Chapel,Egham,England,1977 baledictory ball,51.4312585,-0.5473085
17,Jul,1977,Blue Max,Lahaina,USA,none,20.8871774,-156.6748024
3,Nov,1977,Wembley Pool,London,England,with China Band,51.4893335,-0.1440551
14,Oct,1978,Century Plaza Hotel,Los Angeles,USA,private convention,34.0536909,-118.242766
20,Oct,1978,RTL Studios,Paris,France,warm up show,48.8588897,2.320041
2,Nov,1978,Hilton Part Lane Hotel,London,England,private,51.4893335,-0.1440551
5,Feb,1979,Concerthaus,Stockholm,Sweden,A Single Man Tour,59.3251172,18.0710935
6,Feb,1979,Concerthaus,Stockholm,Sweden,A Single Man Tour,59.3251172,18.0710935
7,Feb,1979,Tivoli,Copenhagen,Denmark,A Single Man Tour,55.6867243,12.5700724
8,Feb,1979,Tivoli,Copenhagen,Denmark,A Single Man Tour,55.6867243,12.5700724
10,Feb,1979,Musikhalle,Hamburg,Germany,A Single Man Tour,53.550341,10.000654
11,Feb,1979,Congressgebouw,Le Hague,The Netherlands,A Single Man Tour,52.0844199,4.3138126
12,Feb,1979,Doelen,Rotterdam,The Netherlands,A Single Man Tour,51.9244424,4.47775
14,Feb,1979,Concertgebau,Amsterdam,The Netherlands,A Single Man Tour,52.3730796,4.8924534
15,Feb,1979,Mozartsaal,Manheim,Germany,A Single Man Tour,50.8821783,6.5985846
16,Feb,1979,Deutschen Museum,Munich,Germany,A Single Man Tour,48.1371079,11.5753822
18,Feb,1979,Kongresshalle,Berlin,Germany,A Single Man Tour,52.5173885,13.3951309
19,Feb,1979,Opera House,Cologne,Germany,A Single Man Tour,50.938361,6.959974
20,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour,48.8588897,2.320041
21,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour,48.8588897,2.320041
22,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour,48.8588897,2.320041
23,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour,48.8588897,2.320041
24,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour,48.8588897,2.320041
25,Feb,1979,Theatre De Champs Elysees,Paris,France,A Single Man Tour,48.8588897,2.320041
26,Feb,1979,Queen Elizabeth Hall,Antwerp,Belgium,A Single Man Tour,51.2211097,4.3997081
27,Feb,1979,Queen Elizabeth Hall,Antwerp,Belgium,A Single Man Tour,51.2211097,4.3997081
1,Mar,1979,Philipshalle,Dusseldorf,Germany,A Single Man Tour,51.2254018,6.7763137
2,Mar,1979,Rhein Main Halle,Wiesbaden,Germany,A Single Man Tour,50.0820384,8.2416556
3,Mar,1979,Theatre Di Beaulieu,Lausanne,Switzerland,A Single Man Tour,46.5218269,6.6327025
4,Mar,1979,Theatre Di Beaulieu,Lausanne,Switzerland,A Single Man Tour,46.5218269,6.6327025
6,Mar,1979,Theatre De Verdure,Nice,France,A Single Man Tour,43.7009358,7.2683912
